Stem Type,Poppy Product ID,Poppy Product Name,2025 Overall Purchase Volume,Vendor Product Code,Vendor Product Name,Grade/Length (if applicable),Price Per Stem,Price Per Bunch,Bunch Size,MOQ,Source Country,Notes,unit of measure
Pussy Willow,,,,51777,Pussy Willow 30in 10st,,0.799,7.99,10,1,,,Bu
Pussy Willow,,,,53218,Pussy Willow 4-5ft 10stem,,0.399,3.99,10,1,,,Bu
Queen Anne's Lace,142,Green Mist QAL,70,21063,Laceflower Green Mist,,1.099,10.99,10,1,,,bunch
Queen Anne's Lace,14746,Queen Anne's Lace Chocolate,270,25213,Laceflower Chocolate CA,,1.099,10.99,10,1,,,bunch
Queen Anne's Lace,100,Queen Anne's Lace White,690,27796,Laceflower White Queen Anne's,,0.999,9.99,10,1,,,bunch
Queen Anne's Lace,,,,35661,Laceflower White Orlaya,,1.199,11.99,10,1,,,Bu
Quince,,,,13021,Quince Apricot Dbl 3-4ft 6st,,6.498333333,38.99,6,1,,,Bu
Quince,,,,42288,"Quince Pink 6ft, 6stems",,6.998333333,41.99,6,1,,,Bu
Quince,,,,57150,Quince Pink/White 3-4ft 5stem,,5.798,28.99,5,1,,,Bu
Quince,,,,42310,"Quince White 6ft, 6 stems",,7.998333333,47.99,6,1,,,Bu
Ranunculus,15979,Ranunculus - Cloni Success Nebbia,165,,,,,,,,,,
Ranunculus ,,,,48222,Ranunculus Peach,,2.199,21.99,10,1,,,Bu
Ranunculus ,,,,35571,Ranunculus Red RP,,1.999,19.99,10,1,,,Bu
Rice Flower,,,,37397,Rice Flower Pink 50cm/60cm,,1.599,15.99,10,1,,,Bu
Rice Flower,,,,40510,Rice Flower White 50cm/60cm,,1.799,17.99,10,1,,,Bu
Rice Flower,,,,28596,Rice Flower White Vic. 40/50cm,,1.599,15.99,10,1,,,Bu
Rose,14736,Barista Rose,1450,,,,0.064,1.6,25,25,,50cm,bunch
Rose,109,Rose - Coral Reef,1390,,,,1.6,1.6,1,25,,50cm,stem
Rose,59,Rose - Mondial,1120,,,,1.3,1.3,1,25,,50cm,stem
Rose,182,Rose - Orange Crush,665,,,,1.2,1.2,1,25,,50cm,stem
Rose,15348,Rose - Pink Floyd,700,,,,1.2,1.2,1,25,,50cm,stem
Rose,16,Rose - Pink Mondial,4120,,,,1.3,1.3,1,25,,50cm,stem
Rose,104,Rose Beige - Quicksand,13245,,,,1.4,1.4,1,25,,50cm,stem
Rose,177,Rose Beige - Sahara,3870,,,,1.6,1.6,1,25,,50cm,stem
Rose,268,Rose Blush - Poma Rosa,3235,,,,,,,,,,
Rose,15693,Rose Blush - Rhoslyn,1160,,,,1.2,1.2,1,25,,50cm,stem
Rose,82,Rose Burgundy - Heart,7825,,,,1.4,1.4,1,25,,50cm,stem
Rose,200,Rose Champagne/peach - Shimmer,2813,,,,1.3,1.3,1,25,,50cm,stem
Rose,173,Rose Cream - Candlelight,9710,,,,1.3,1.3,1,25,,50cm,stem
Rose,248,Rose Cream - Vendela,6200,,,,1.3,1.3,1,25,,50cm,stem
Rose,278,Rose Cream/Blush - Suspiro,2340,,,,,,,,,,
Rose,256,Rose Cream/natural - Pompeii,1010,,,,1.3,1.3,1,25,,50cm,stem
Rose,15921,Rose Crimson - Razzmatazz,1855,,,,,,,,,,
Rose,14839,Rose Hot Pink - Breezer,1340,,,,,,,,,,
Rose,15731,Rose Hot Pink - Full Monty,1185,,,,1.2,1.2,1,25,,50cm,stem
Rose,117,Rose Lavender - Andrea,2190,,,,1.3,1.3,1,25,,50cm,stem
Rose,14820,Rose Lavender - Ocean Song,2050,,,,1.2,1.2,1,25,,50cm,stem
Rose,15364,Rose Mustard - Symbol,6640,,,,1.8,1.8,1,25,,50cm,stem
Rose,224,Rose Orange - Free Spirit 40cm,5070,,,,1.4,1.4,1,25,,40cm,stem
Rose,83,Rose Peach - Kahala,380,,,,1.3,1.3,1,25,,50cm,stem
Rose,273,Rose Peach - Phoenix,3295,,,,1.4,1.4,1,25,,50cm,stem
Rose,179,Rose Red - Freedom,1045,,,,1,1,1,25,,50cm,stem
Rose,61,Rose Toffee,975,,,,2.2,2.2,1,25,,50cm,stem
Rose,111,Rose White - Tibet,20530,,,,1.3,1.3,1,25,,50cm,stem
Rose,15981,Rose White - Yuraq,1525,,,,,,,,,,
Rose,15275,Rose Wine - Merlot,1125,,,,,,,,,,
Rose,15006,Rose Yellow - Catalina,860,,,,1.3,1.3,1,25,,50cm,stem
Rose,14907,Rose Yellow/Orange - Shine On,1145,,,,,,,,,,
Rose,,,,46841,Rose Brw Matilda 50cm,,1.39,1.39,1,25,,,Stem
Rose,,,,54821,Rose Brw Moab 60cm,,2.49,2.49,1,25,,,Stem
Rose,,,,57020,Rose Brw Toffee 50cm,,2.49,2.49,1,25,,,Stem
Rose,,,,68667,Rose Crm Expression 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,29594,Rose Crm Quicksand 40cm,,0.89,0.89,1,25,,,Stem
Rose,,,,28180,Rose Crm Quicksand 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,30694,Rose Crm Quicksand 50cm Cs50,,1.39,1.39,1,50,,,Stem
Rose,,,,30357,Rose Crm Quicksand 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,56996,Rose Crm Soul 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,40002,Rose Dyed Blue 60cm,,2.59,2.59,1,25,,,Stem
Rose,,,,29518,Rose Dyed Rainbow 60cm,,2.89,2.89,1,25,,,Stem
Rose,,,,23858,Rose Gr Green Tea 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,68712,Rose Gr Lemonade 40cm,,0.99,0.99,1,25,,,Stem
Rose,,,,51791,Rose Gr Lemonade 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,51792,Rose Gr Lemonade 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,40741,Rose Gr Wasabi 40cm,,1.49,1.49,1,25,,,Stem
Rose,,,,60925,Rose HPk Cherry-O 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,33523,Rose HPk Cherry-O 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,24543,Rose Hpk Country Blues 40cm,,1.29,1.29,1,25,,,Stem
Rose,,,,30710,Rose HPk Country Blues 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,24879,Rose HPk Dark Expression 60cm,,1.99,1.99,1,25,,,Stem
Rose,,,,30623,Rose HPk Full Monty 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,30622,Rose HPk Full Monty 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,52496,Rose HPk Hot Spot 60cm,,1.79,1.79,1,25,,,Stem
Rose,,,,40367,Rose HPk Lola 50cm,,1.69,1.69,1,25,,,Stem
Rose,,,,47089,Rose HPk Pk Floyd 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,47090,Rose HPk Pk Floyd 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,52925,Rose HPk Pk Floyd 60cm Cs50,,1.59,1.59,1,50,,,Stem
Rose,,,,69401,Rose HPk Tina 50cm,,1.69,1.69,1,25,,,Stem
Rose,,,,68892,Rose HPk Tina 50cm DVF,,1.69,1.69,1,25,,,Stem
Rose,,,,68891,Rose HPk Tina 60cm,,1.89,1.89,1,25,,,Stem
Rose,,,,42737,Rose HPk Tina 60cm cs50,,1.79,1.79,1,50,,,Stem
Rose,,,,68893,Rose HPk Tina 60cm DVF,,1.69,1.69,1,25,,,Stem
Rose,,,,30381,Rose HPk Topaz 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,30718,Rose HPk Topaz 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,48118,Rose Lav Amnesia 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,45758,Rose Lav Andrea 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,62219,Rose Lav Ascot 40cm,,1.29,1.29,1,25,,,Stem
Rose,,,,52246,Rose Lav Blue Dream 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,47099,Rose Lav Blueberry 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,68685,Rose Lav Cool Down 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,30732,Rose Lav Cool Water 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,51034,Rose Lav Cool Water 50cm Cs50,,1.39,1.39,1,50,,,Stem
Rose,,,,30839,Rose Lav Cool Water 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,51178,Rose Lav Cool Water 60cm Cs50,,1.49,1.49,1,50,,,Stem
Rose,,,,30947,Rose Lav Deep Ppl 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,45785,Rose Lav Deep Ppl 50cm Cs50,,1.39,1.39,1,50,,,Stem
Rose,,,,45786,Rose Lav Deep Ppl 50cm cs50,,1.39,1.39,1,50,,,Stem
Rose,,,,61086,Rose Lav Deep Ppl 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,52840,Rose Lav Deep Ppl 60cm Cs50,,1.49,1.49,1,50,,,Stem
Rose,,,,30356,Rose Lav Govinda 60cm,,1.99,1.99,1,25,,,Stem
Rose,,,,53462,Rose Lav Grey Knights 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,40679,Rose Lav Menta 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,24358,Rose Lav Moody Blues 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,47103,Rose Lav Moody Blues 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,30720,Rose Lav Ocean Song 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,52842,Rose Lav Ocean Song 50cm Cs50,,1.39,1.39,1,50,,,Stem
Rose,,,,30735,Rose Lav Ocean Song 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,30363,Rose Org Bohemian 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,62127,Rose Org Crush 40cm,,0.99,0.99,1,25,,,Stem
Rose,,,,52030,Rose Org Crush 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,43875,Rose Org Crush 50cm Cs50,,1.39,1.39,1,50,,,Stem
Rose,,,,52031,Rose Org Crush 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,26131,Rose Org Free Spirit 40cm,,1.19,1.19,1,25,,,Stem
Rose,,,,49842,Rose Org Free Spirit 40cm Cs50,,1.09,1.09,1,50,,,Stem
Rose,,,,24348,Rose Org Free Spirit 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,52871,Rose Org Free Spirit 50cm Cs50,,1.49,1.49,1,50,,,Stem
Rose,,,,30985,Rose Org Free Spirit 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,69277,Rose Org Joy 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,47112,Rose Org Nina 50cm,,1.19,1.19,1,25,,,Stem
Rose,,,,53452,Rose Pch Coral Reef 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,57618,Rose Pch Country Home 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,52418,Rose Pch Felicity 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,52419,Rose Pch Felicity 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,48942,Rose Pch Honeyglow 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,29959,Rose Pch Phoenix 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,53759,Rose Pch Phoenix 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,26371,Rose Pch Phoenix 70-80cm,,1.79,1.79,1,25,,,Stem
Rose,,,,53473,Rose Pch Shimmer 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,66879,Rose Pch Shimmer 50cm Cs50,,1.49,1.49,1,50,,,Stem
Rose,,,,53474,Rose Pch Shimmer 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,67366,Rose Pch Shimmer 60cm Cs50,,1.59,1.59,1,50,,,Stem
Rose,,,,62022,Rose Pch Tiffany 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,62118,Rose Pch Tiffany 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,48932,Rose Pch Tiffany 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,69151,Rose Pk Asst 40cm cs125,,0.85,0.85,1,125,,,Stem
Rose,,,,55317,Rose Pk Christa 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,52585,Rose Pk Expression 40cm,,1.39,1.39,1,25,,,Stem
Rose,,,,52586,Rose Pk Expression 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,52587,Rose Pk Expression 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,30409,Rose Pk Faith 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,56895,Rose Pk Flirty 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,52022,Rose Pk Garden Spirit 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,28789,Rose Pk Geraldine 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,28771,Rose Pk Geraldine 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,30640,Rose Pk Geraldine 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,46897,Rose Pk Hermosa 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,46898,Rose Pk Hermosa 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,24053,Rose Pk Hermosa 60cm Cs50,,1.59,1.59,1,50,,,Stem
Rose,,,,52321,Rose Pk Miss Piggy 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,43893,Rose Pk Mondial 40cm,,0.99,0.99,1,25,,,Stem
Rose,,,,53738,Rose Pk Mondial 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,53739,Rose Pk Mondial 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,57049,Rose Pk Mondial 60cm x50,,1.59,1.59,1,50,,,Stem
Rose,,,,53740,Rose Pk Mondial 70/80cm,,1.89,1.89,1,25,,,Stem
Rose,,,,54033,Rose Pk Mother of Prl 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,54034,Rose Pk Mother of Prl 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,46895,Rose Pk Nena 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,46896,Rose Pk Nena 60cm,,1.79,1.79,1,25,,,Stem
Rose,,,,69025,Rose Pk Nuage 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,40736,Rose Pk Opala 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,68896,Rose Pk Pnky Promise 60cm DVF,,1.69,1.69,1,25,,,Stem
Rose,,,,25900,Rose Pk Shy 50cm cs50,,1.49,1.49,1,50,,,Stem
Rose,,,,45780,Rose Pk Shy 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,53753,Rose Pk Swt Eskimo 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,57052,Rose Pk Swt Eskimo 50cm cs100,,1.39,1.39,1,100,,,Stem
Rose,,,,53754,Rose Pk Swt Eskimo 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,30519,Rose Pk Swt Unique 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,24505,Rose Pk Swt Unique 50cm cs50,,1.49,1.49,1,50,,,Stem
Rose,,,,30520,Rose Pk Swt Unique 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,24105,Rose Rd Bl Baccara 40cm,,1.45,1.45,1,25,,,Stem
Rose,,,,46800,Rose Rd Bl Baccara 50cm,,1.79,1.79,1,25,,,Stem
Rose,,,,30829,Rose Rd Bl Baccara 60cm,,1.89,1.89,1,25,,,Stem
Rose,,,,65691,Rose Rd Black Pearl 60cm,,1.79,1.79,1,25,,,Stem
Rose,,,,40362,Rose Rd Explorer 40cm,,1.49,1.49,1,25,,,Stem
Rose,,,,46798,Rose Rd Explorer 50cm,,1.79,1.79,1,25,,,Stem
Rose,,,,46799,Rose Rd Explorer 60cm,,1.89,1.89,1,25,,,Stem
Rose,,,,49517,Rose Rd Explorer 70/80cm,,1.99,1.99,1,25,,,Stem
Rose,,,,28863,Rose Rd Freedom 40cm,,1.49,1.49,1,25,,,Stem
Rose,,,,28616,Rose Rd Freedom 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,28517,Rose Rd Freedom 50cm,,1.69,1.69,1,25,,,Stem
Rose,,,,29098,Rose Rd Freedom 50cm,,1.89,1.89,1,25,,,Stem
Rose,,,,49909,Rose Rd Freedom 50cm cs100,,1.49,1.49,1,100,,,Stem
Rose,,,,26220,Rose Rd Freedom 50cm Cs125,,1.49,1.49,1,125,,,Stem
Rose,,,,32196,Rose Rd Freedom 50cm Cs125,,1.79,1.79,1,125,,,Stem
Rose,,,,28617,Rose Rd Freedom 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,37620,Rose Rd Freedom 60cm,,1.79,1.79,1,25,,,Stem
Rose,,,,31523,Rose Rd Freedom 60cm,,1.89,1.89,1,25,,,Stem
Rose,,,,26187,Rose Rd Freedom 60cm Cs100,,1.59,1.59,1,100,,,Stem
Rose,,,,49911,Rose Rd Freedom 60cm cs100,,1.59,1.59,1,100,,,Stem
Rose,,,,29868,Rose Rd Freedom 60cm Cs100,,1.79,1.79,1,100,,,Stem
Rose,,,,28859,Rose Rd Freedom 70-80cm,,1.89,1.89,1,25,,,Stem
Rose,,,,33649,Rose Rd Freedom 70-80cm,,1.99,1.99,1,25,,,Stem
Rose,,,,37621,Rose Rd Freedom 70/80cm Cs100,,1.89,1.89,1,100,,,Stem
Rose,,,,24342,Rose Rd Freedom 70cm Cs100,,1.89,1.89,1,100,,,Stem
Rose,,,,55328,Rose Rd Hearts 40cm,,1.49,1.49,1,25,,,Stem
Rose,,,,65350,Rose Rd Hearts 50cm,,1.89,1.89,1,25,,,Stem
Rose,,,,49086,Rose Rd Hearts 60cm,,1.99,1.99,1,25,,,Stem
Rose,,,,47149,Rose Rd Mama Mia 40cm cs125,,1.39,1.39,1,125,,,Stem
Rose,,,,68820,Rose Rd Mama Mia 50cm,,1.79,1.79,1,25,,,Stem
Rose,,,,68821,Rose Rd Mama Mia 60cm,,1.89,1.89,1,25,,,Stem
Rose,,,,47798,Rose Sal Amsterdam 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,69114,Rose Sal Dragonfly 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,47154,Rose Var 3D 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,27054,Rose Var Barista 40cm,,1.29,1.29,1,25,,,Stem
Rose,,,,33583,Rose Var Barista 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,49903,Rose Var Bluez 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,30399,Rose Var Cherry Brandy 50cm,,1.39,1.39,1,25,,,Stem
Rose,,,,30386,Rose Var High & Magic 50cm,,1.39,1.39,1,25,,,Stem
Rose,,,,39786,Rose Var High & Magic 60cm,,1.49,1.49,1,25,,,Stem
Rose,,,,67448,Rose Var Kahala 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,30664,Rose Wht Aspen 50cm,,1.69,1.69,1,25,,,Stem
Rose,,,,26399,Rose Wht Asst 40cm cs125,,0.89,0.89,1,125,,,Stem
Rose,,,,68889,Rose Wht Coldplay 60cm 12st,,1.49,1.49,1,12,,,Stem
Rose,,,,68680,Rose Wht Cotton Expr 50cm,,1.39,1.39,1,25,,,Stem
Rose,,,,68681,Rose Wht Cotton Expr 60cm,,1.49,1.49,1,25,,,Stem
Rose,,,,23951,Rose Wht Eskimo 40cm Cs125,,0.89,0.89,1,125,,,Stem
Rose,,,,30801,Rose Wht Eskimo 50cm,,1.29,1.29,1,25,,,Stem
Rose,,,,30236,Rose Wht Eskimo 50cm,,1.39,1.39,1,25,,,Stem
Rose,,,,53809,Rose Wht Eskimo 50cm cs100,,1.39,1.39,1,100,,,Stem
Rose,,,,52821,Rose Wht Eskimo 50cm Cs50,,1.39,1.39,1,50,,,Stem
Rose,,,,30751,Rose Wht Eskimo 60cm,,1.49,1.49,1,25,,,Stem
Rose,,,,48649,Rose Wht Mondial 40cm,,0.99,0.99,1,25,,,Stem
Rose,,,,20246,Rose Wht Mondial 50cm,,1.39,1.39,1,25,,,Stem
Rose,,,,51314,Rose Wht Mondial 50cm Cs50,,1.29,1.29,1,50,,,Stem
Rose,,,,20247,Rose Wht Mondial 60cm,,1.49,1.49,1,25,,,Stem
Rose,,,,27250,Rose Wht Mondial 60cm Cs50,,1.39,1.39,1,50,,,Stem
Rose,,,,51232,Rose Wht Mondial 60cm DVF,,1.49,1.49,1,25,,,Stem
Rose,,,,40733,Rose Wht Moonstone 60cm,,1.49,1.49,1,25,,,Stem
Rose,,,,57044,Rose Wht Playa Blnca 50c Cs100,,1.49,1.49,1,100,,,Stem
Rose,,,,67352,Rose Wht Playa Blnca 50cm,,1.59,1.59,1,25,,,Stem
Rose,,,,53704,Rose Wht Playa Blnca 60c Cs100,,1.59,1.59,1,100,,,Stem
Rose,,,,67353,Rose Wht Playa Blnca 60cm,,1.69,1.69,1,25,,,Stem
Rose,,,,67354,Rose Wht Playa Blnca 70/80cm,,1.79,1.79,1,25,,,Stem
Rose,,,,24609,Rose Wht Polo 50cm,,1.39,1.39,1,25,,,Stem
Rose,,,,30532,Rose Wht Polo 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,23835,Rose Wht Tibet 40cm,,0.99,0.99,1,25,,,Stem
Rose,,,,23881,Rose Wht Tibet 50cm,,1.39,1.39,1,25,,,Stem
Rose,,,,24612,Rose Wht Tibet 50cm Cs50,,1.29,1.29,1,50,,,Stem
Rose,,,,39798,Rose Wht Tibet 60cm,,1.49,1.49,1,25,,,Stem
Rose,,,,24061,Rose Wht Vendela 40cm,,0.99,0.99,1,25,,,Stem
Rose,,,,30769,Rose Wht Vendela 50cm,,1.29,1.29,1,25,,,Stem
Rose,,,,51066,Rose Wht Vendela 50cm Cs50,,1.19,1.19,1,50,,,Stem
Rose,,,,24647,Rose Wht Vendela 50cm Cs50,,1.29,1.29,1,50,,,Stem
Rose,,,,30841,Rose Wht Vendela 60cm,,1.39,1.39,1,25,,,Stem
Rose,,,,51047,Rose Wht Vendela 60cm Cs50,,1.29,1.29,1,50,,,Stem
Rose,,,,46922,Rose Yel Bikini 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,46923,Rose Yel Bikini 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,48892,Rose Yel Brighton 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,48893,Rose Yel Brighton 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,52545,Rose Yel Bumblebee 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,52396,Rose Yel Bumblebee 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,65687,Rose Yel Butterscotch 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,68774,Rose Yel Cancun 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,20288,Rose Yel Cancun 50cm cs50,,1.39,1.39,1,50,,,Stem
Rose,,,,26707,Rose Yel Cancun 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,28793,Rose Yel Gelosia 40cm Cs50,,1.09,1.09,1,50,,,Stem
Rose,,,,51164,Rose Yel Gelosia 50cm Cs50,,1.49,1.49,1,50,,,Stem
Rose,,,,46869,Rose Yel High & Exot 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,54391,Rose Yel High & Exot 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,46870,Rose Yel High & Exot 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,63370,Rose Yel Momentum 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,47260,Rose Yel Momentum 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,46851,Rose Yel Stardust 60cm,,1.59,1.59,1,25,,,Stem
Rose,,,,56951,Rose Yel Summer Rom. 50cm,,1.49,1.49,1,25,,,Stem
Rose,,,,46848,Rose Yel Turtle 50cm,,1.49,1.49,1,25,,,Stem
Rose Petals,,,,53249,Rose Petals Wht,,10.99,10.99,1,5,,,Bag
Saxicola Pink,,,,21560,Saxicola Pink,,0.899,8.99,10,1,,,Bu
Scabiosa,15748,Scabiosa Lavender- Caucasian,4185,,,,,,,,,,
Scabiosa,15002,Scabiosa Pink - Focal Scoop Bon Bon Vanilla,4000,,,,1.3,13,10,1,,,bunch
Scabiosa,14964,Scabiosa White - Focal Scoop,2990,,,,1.3,13,10,1,,,bunch
Scabiosa,15850,Scabiosa White- Caucasian,13865,,,,,,,,,,
Scabiosa,,,,43040,Scabiosa Pink Candy Scoop,,1.3,13.00,10,1,,,Bu
Scabiosa,,,,42693,Scabiosa White Milky Scoop,,1.3,13.00,10,1,,,Bu
Scabiosa Pod,,,,29506,Pods Scabiosa Stellata 10st,,1.499,14.99,10,1,,,Bu
Snapdragon,302,Snapdragon Dark Pink,2745,23678,Snapdragon Pink-Hot California,,1.799,17.99,10,1,,,bunch
Snapdragon,14859,Snapdragon Orange,3425,,,,1.799,17.99,10,1,,,bunch
Snapdragon,208,Snapdragon Pink,1335,23681,Snapdragon Pink California,,1.799,17.99,10,1,,,bunch
Snapdragon,290,Snapdragon White,1380,23684,Snapdragon White California,,1.799,17.99,10,1,,,bunch
Snapdragon,,,,23677,Snapdragon Burgundy California,,1.799,17.99,10,1,,,Bu
Snapdragon,,,,23679,Snapdragon Lavender California,,1.799,17.99,10,1,,,Bu
Snapdragon,,,,23669,Snapdragon Pink Tall Canada,,1.699,16.99,10,1,,,Bu
Snapdragon,,,,23665,Snapdragon Pink-Hot Tall,,1.699,16.99,10,1,,,Bu
Snapdragon,,,,25831,Snapdragon Purple Medium,,1.399,13.99,10,1,,,Bu
Snapdragon,,,,25807,Snapdragon Red Flame,,1.799,17.99,10,1,,,Bu
Snapdragon,,,,23673,Snapdragon White Tall Canada,,1.699,16.99,10,1,,,Bu
Snapdragon,,,,39094,Snapdragon Yellow 6pk Mexico,,1.299,12.99,10,6,,,Bu
Snapdragon,,,,23685,Snapdragon Yellow California,,1.799,17.99,10,1,,,Bu
Snapdragon,,,,28707,Snapdragon Yellow S.A.,,0.999,9.99,10,1,,,Bu
Snapdragon,,,,23674,Snapdragon Yellow Tall Canada,,1.699,16.99,10,1,,,Bu
Snowberry ,,,,38121,Snowberry White 60/70cm Chile,,1.599,15.99,10,1,,,Bu
Snowberry  ,,,,47327,Snowberry Pink/Wht Picotee,,1.599,15.99,10,1,,,Bu
Solidago,193,Solidago Yellow,7280,,,,1.5,15,10,1,,,bunch
Solomio,168,Solomio White - Ard,15445,,,,,,,,,,
Solomio,14810,Solomio White - Snow Tessino,5470,,,,,,,,,,
Specialty Ranunculus,,,,27775,Ranunculus Berry Capp XXL 5st,,4.998,24.99,5,1,,,Bu
Specialty Ranunculus,15027,Ranunculus - Cloni Success Lady Pink,7815,,,,3,30,10,1,,,bunch
Specialty Ranunculus,14694,Ranunculus Blush - Cloni Success Hanoi,4930,,,,3,30,10,1,,,bunch
Specialty Ranunculus,,,,17900,Ranunculus Asst XXL 5st 5pk,,2.398,11.99,5,5,,,Bu
Specialty Ranunculus,,,,17887,Ranunculus Chocolate XL 10st,,2.999,29.99,10,1,,,Bu
Specialty Ranunculus,,,,17886,Ranunculus Chocolate XXL 5st,,3.798,18.99,5,1,,,Bu
Specialty Ranunculus,,,,69713,Ranunculus Coral Desert XL 10s,,3.799,37.99,10,1,,,Bu
Specialty Ranunculus,,,,42785,Ranunculus Coral Fragolino XXL,,3.798,18.99,5,1,,,Bu
Specialty Ranunculus,,,,17866,Ranunculus Pch Grand Pastel XX,,4.998,24.99,5,1,,,Bu
