Gerbera,,,,17660,Gerbera Crm/Pch Cartizze DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,58992,Gerbera Mini Burg Black Tie DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,68791,Gerbera Mini Coral Time Out LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,21468,Gerbera Mini Cream Milady LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,56096,Gerbera Mini Crm/Pch Pelican L,,1.39,1.39,1,10,,,Stem
Gerbera,,,,28002,Gerbera Mini Lav/Pnk Kimsey LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,53302,Gerbera Mini Orange DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,49794,Gerbera Mini Orange Jordy DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,63314,Gerbera Mini Orange LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,35842,Gerbera Mini Peach Cream Cafe,,1.39,1.39,1,10,,,Stem
Gerbera,,,,55396,Gerbera Mini Peach Larissa LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,43353,Gerbera Mini Peach Oreo DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,63313,Gerbera Mini Pink Light DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,55705,Gerbera Mini Pink Light LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,68789,Gerbera Mini Pink-Hot DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,42544,Gerbera Mini Pink-Hot LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,62863,Gerbera Mini Pk-Ht Wonderwal L,,1.39,1.39,1,10,,,Stem
Gerbera,,,,25695,Gerbera Mini Purple Dolce DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,43606,Gerbera Mini Red DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,43660,Gerbera Mini Red LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,42161,Gerbera Mini White DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,37627,Gerbera Mini White LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,62900,Gerbera Mini Yel/Org Franky LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,57576,Gerbera Mini Yellow DC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,28051,Gerbera Mini Yellow LC,,1.39,1.39,1,10,,,Stem
Gerbera,,,,32067,Gerbera Orange Alex DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,57903,Gerbera Orange Atlanta LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,34343,Gerbera Orange Candella DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,55401,Gerbera Orange Spotlight DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,52786,Gerbera Peach Alma DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,43342,Gerbera Peach Avignon LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,34771,Gerbera Peach Bicolor Julia DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,59919,Gerbera Peach Cream CafeDelM D,,1.79,1.79,1,10,,,Stem
Gerbera,,,,59918,Gerbera Peach Cream Estate LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,63303,Gerbera Peach Jetset DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,49749,Gerbera Peach Pre-Extase LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,42615,Gerbera Pink-Hot DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,47908,Gerbera Pink-Hot LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,63301,Gerbera Pink-Hot/White Mandala,,1.79,1.79,1,10,,,Stem
Gerbera,,,,25789,Gerbera Pink-Light DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,29886,Gerbera Pink-Light LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,35897,Gerbera Pink-Medium LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,43594,Gerbera Red DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,29905,Gerbera Red LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,42613,Gerbera Var Pk Hippie Chic DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,34201,Gerbera White DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,43607,Gerbera White LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,42103,Gerbera White/Pink Lisandra DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,43639,Gerbera Yellow DC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,34200,Gerbera Yellow LC,,1.79,1.79,1,10,,,Stem
Gerbera,,,,62903,Gerpom Cream Saturn,,1.59,1.59,1,10,,,Stem
Gerbera,,,,53409,Gerpom Pink Terra Cupid,,1.59,1.59,1,10,,,Stem
Gerbera,,,,63308,Gerpom Purple Chique,,1.59,1.59,1,10,,,Stem
Gerbera,,,,53410,Gerpom Red Floyd,,1.59,1.59,1,10,,,Stem
Gerbera,,,,53405,Gerpom White Terra Amando,,1.59,1.59,1,10,,,Stem
Gerbera,,,,65029,Gerpom Yellow Rhea,,1.59,1.59,1,10,,,Stem
Gerbera,,,,58896,Gerrondo Orange Fozzie,,1.59,1.59,1,10,,,Stem
Gerbera,,,,22915,Gerrondo Peach Beaker,,1.59,1.59,1,10,,,Stem
Gerbera,,,,53604,Gerrondo Pink-Hot Ravanel 10st,,1.299,12.99,10,1,,,Bu
Ginesta,,,,22079,Ginestra Pink 200g Italy,,1.499,14.99,10,1,,,Bu
Ginesta,,,,22189,Ginestra Red 200g Italy,,1.499,14.99,10,1,,,Bu
Ginesta,,,,25926,Ginestra White 10st Cali,,1.599,15.99,10,1,,,Bu
Ginesta,,,,22080,Ginestra White 200g Italy,,1.499,14.99,10,1,,,Bu
Ginger,,,,10131,Ginger Pink Medium 10pk,,2.99,2.99,1,10,,,Stem
Ginger,,,,37954,Ginger Pink Select,,3.69,3.69,1,5,,,Stem
Ginger,,,,33921,Ginger Red Medium 10pk,,2.99,2.99,1,10,,,Stem
Ginger,,,,37948,Ginger Red Select,,3.69,3.69,1,5,,,Stem
Ginger,,,,10731,Ginger White Medium,,3.99,3.99,1,5,,,Stem
Gladiolus,,,,32420,Gladiolus Orange California,,2.49,2.49,1,10,,,Stem
Gladiolus,,,,22681,Gladiolus Peach California,,2.49,2.49,1,10,,,Stem
Gladiolus,,,,32424,Gladiolus Red California,,2.49,2.49,1,10,,,Stem
Gladiolus,,,,32436,Gladiolus White California,,2.49,2.49,1,10,,,Stem
Gladiolus,,,,32425,Gladiolus Yellow California,,2.49,2.49,1,10,,,Stem
Gomphrena,,,,36683,Gomphrenia White,,0.899,8.99,10,1,,,Bu
Greenery,,,,G1612,Agonis Foliage,,2.998,14.99,5,1,,Weighted,Bu
Greenery,,,,G1770,Bay Laurel 10st California,,1.299,12.99,10,1,,,Bu
Greenery,,,,G1016,Boxwood Africa Bunched,,1.598,7.99,5,1,,Weighted,Bu
Greenery,,,,G1791,Boxwood American VBC,,89.99,89.99,1,1,,Weighted,Case
Greenery,,,,68448,Artemisia Dusty Miller 60cm 4p,,1.499,14.99,10,4,,,Bu
Greenery,,,,31530,Artemisia Dusty Miller 6pk Lg,,0.799,7.99,10,6,,,Bu
Greenery,,,,26967,Artemisia Dusty Miller Lacey,,0.899,8.99,10,1,,,Bu
Greenery,,,,26814,Artemisia Dusty Miller Lg Leaf,,0.899,8.99,10,1,,,Bu
Greenery,,,,G1173,Fatsia Japonica 10st (Aralia),,0.599,5.99,10,1,,,Bu
Greenery,,,,G1052,Fern Flat,,0.599,5.99,10,1,,,Bu
Greenery,,,,G1745,Fern Holly,,0.499,4.99,10,1,,,Bu
Greenery,,,,G1552,Fern Sea Star,,1.799,17.99,10,1,,,Bu
Greenery,,,,G1692,Fern Umbrella,,1.899,18.99,10,1,,,Bu
Greenery,,,,G1058,Foxtail Meyreii,,0.699,6.99,10,1,,,Bu
Greenery,,,,G1059,Galax Leaves,,0.199,1.99,10,5,,,Bu
Greenery,,,,G1060,Garland Plumosa 25ft,,64.99,64.99,1,1,,,Each
Greenery,,,,27820,Geranium Scented Foliage,,0.999,9.99,10,1,,,Bu
Greenery,,,,G1079,Grass Lily (Monkey) Green,,0.399,3.99,10,1,,,Bu
Greenery,,,,G1081,Grass Lily (Monkey) Variegated,,0.499,4.99,10,1,,,Bu
Greenery,,,,G1366,Green Bouq Simply Spring 15pk,,4.59,4.59,1,15,,,Bu
Greenery,,,,G1658,Green Bouq Spring Mix 15pk,,4.59,4.59,1,15,,,Bu
Greenery,,,,29292,Herb Mint Green 5pk,,2.198,10.99,5,5,,weighted,Bu
Greenery,,,,31529,Herb Rosemary 5pk,,1.798,8.99,5,5,,weighted,Bu
Greenery,,,,G1242,Honey Bracelet,,0.699,6.99,10,1,,,Bu
Greenery,,,,G1570,Huckleberry 10pk,,0.589,5.89,10,10,,,Bu
Greenery,,,,G1136,Huckleberry Red,,0.729,7.29,10,1,,,Bu
Greenery,,,,G1067,Ivy Green,,0.899,8.99,10,1,,,Bu
Greenery,,,,G1070,Ivy Variegated,,0.999,9.99,10,1,,,Bu
Greenery,,,,G2098,Leatherleaf Fern AG/RWB 25pk,,0.1596,3.99,25,25,,,Bu
Greenery,,,,G1714,Leatherleaf Fern Large Gua 20p,,0.1876,4.69,25,20,,,Bu
Greenery,,,,G2162,Leatherleaf Fern Large Gua 35p,,0.1756,4.39,25,35,,,Bu
Greenery,,,,G2325,Leatherleaf Fern Sleeved 12pk,,0.2076,5.19,25,12,,,Bu
Greenery,,,,G1991,Leatherleaf Fern Sleeved 30pk,,0.1996,4.99,25,30,,,Bu
Greenery,,,,G2044,Leatherleaf Fern Sporeless 25p,,0.1996,4.99,25,25,,,Bu
Greenery,,,,G1997,Leatherleaf Fern Std FL 10pk,,0.1996,4.99,25,10,,,Bu
Greenery,,,,G1006,Leatherleaf Fern Std FL 30pk,,0.1836,4.59,25,30,,,Bu
Greenery,,,,G1924,Leatherleaf XL Royal FL Slv 35,,0.2036,5.09,25,35,,,Bu
Greenery,,,,58866,Lepidium Green Dragon 6pk,,0.799,7.99,10,6,,,Bu
Greenery,,,,G1806,Ligustrum Green FL,,0.799,7.99,10,1,,,Bu
Greenery,,,,G1771,Ligustrum Variegated FL,,0.799,7.99,10,1,,,Bu
Greenery,,,,G1076,Ming Fern,,0.799,7.99,10,1,,,Bu
Greenery,,,,G2342,Moss Sheet Fresh Local,,45.99,45.99,1,1,,,Case
Greenery,,,,G1811,Moss Sheet Fresh/Wet 8lb,,56.99,56.99,1,1,,,Case
Greenery,,,,G1785,Moss Spanish,,35.99,35.99,1,1,,,Case
Greenery,,,,G1082,Myrtle Large,,0.759,7.59,10,1,,,Bu
Greenery,,,,G1265,Nandina,,2.998,14.99,5,1,,,Bu
Greenery,,,,G1094,Pittosporum Green,,0.599,5.99,10,2,,,Bu
Greenery,,,,G1574,Pittosporum Green 10pk,,0.529,5.29,10,10,,,Bu
Greenery,,,,G1098,Pittosporum Variegated,,0.619,6.19,10,2,,,Bu
Greenery,,,,G1575,Pittosporum Variegated 10pk,,0.549,5.49,10,10,,,Bu
Greenery,,,,G1100,Plumosus Grass,,0.599,5.99,10,2,,,Bu
Greenery,,,,G1103,Plumosus Grass 10pk,,0.439,4.39,10,10,,,Bu
Greenery,,,,G1322,Podocarpus,,0.599,5.99,10,1,,,Bu
Greenery,,,,G2103,Podocarpus Weeping,,1.199,11.99,10,1,,,Bu
Greenery,,,,12969,Rumex Unicorn 60cm+,,1.199,11.99,10,1,,,Bu
Greenery,,,,G1106,Ruscus Florida 20pk,,0.549,5.49,10,20,,,Bu
Greenery,,,,G2273,Ruscus Italian Bleached 5st,,3.198,15.99,5,1,,,Bu
Greenery,,,,G1355,Ruscus Italian Long 10pk,,2.498,12.49,5,10,,,Bu
Greenery,,,,G2314,Ruscus Italian Long 15pk,,2.398,11.99,5,15,,,Bu
Greenery,,,,G2313,Ruscus Italian Long 20pk,,2.398,11.99,5,20,,,Bu
Greenery,,,,G1108,Ruscus Italian Tips Short,,1.199,11.99,10,2,,,Bu
Greenery,,,,G1573,Salal 10pk,,0.5245,10.49,20,10,,,Bu
Greenery,,,,G1112,Salal Little John (Tips),,0.2995,5.99,20,2,,,Bu
Greenery,,,,G1630,Salal Little John (Tips)15pk,,0.2645,5.29,20,15,,,Bu
Greenery,,,,G2027,Smilax Green 5 x 5ft Strings,,59.99,59.99,1,1,,,Bag
Greenery,,,,G6654,Smilax Southern 13lbs Texas,,214.99,214.99,1,1,,,Case
Greenery,,,,G1591,Smilax Southern Alabama 30lbs,,279.99,279.99,1,1,,,Case
Greenery,,,,G1119,Sword Fern,,0.559,5.59,10,2,,,Bu
Greenery,,,,G1121,Tree Fern Costa Rica 30pk,,0.2145,4.29,20,30,,,Bu
Greenery,,,,G1122,Tree Fern Florida,,0.3995,7.99,20,5,,,Bu
Greenery,,,,G1577,Tree Fern Florida 5pk,,0.2495,4.99,20,5,,,Bu
Grevillea ,,,,G1682,Grevillea Ivanhoe,,0.899,8.99,10,1,,,Bu
Grevillea ,,,,G1606,Grevillea Natural,,0.999,9.99,10,1,,,Bu
Heather,,,,21059,Heather Pink / California,,3.398,16.99,5,1,,weighted,Bu
Heliconia,,,,42395,Heliconia Pinky Peach P&F,,10.99,10.99,1,1,,,Stem
Helleborus,,,,38826,Helleborus Green 5-7st Calif,,3.998,19.99,5,1,,,Bu
Helleborus,,,,18148,Helleborus Pink 5-7st Calif,,3.998,19.99,5,1,,,Bu
Helleborus,,,,69034,Helleborus Pink Mammoth 5 stem,,3.998,19.99,5,1,,,Bu
Helleborus,,,,17828,Helleborus Purple 5-7st Calif,,3.998,19.99,5,1,,,Bu
Helleborus,,,,69037,Helleborus Red Mammoth 5 stem,,3.998,19.99,5,1,,,Bu
Helleborus,,,,45449,Helleborus White Queen 10st,,2.999,29.99,10,1,,,Bu
Helleborus,,,,12638,Helleborus Winterbells 5 stem,,3.998,19.99,5,1,,,Bu
Herb Lavendder,,,,27972,Lavender English,,0.999,9.99,10,1,,,Bu
Hyacinth,,,,22084,Hyacinth White 5st Dutch,,1.998,9.99,5,1,,,Bu
Hyacinth  ,,,,22082,Hyacinth Pink 5st Dutch,,1.798,8.99,5,1,,,Bu
Hydrangea,,,,27220,Hydrangea 12white/12blue 24pk,,2.09,2.09,1,24,,,Stem
Hydrangea,,,,43307,Hydrangea 15White/15blue 30pk,,1.99,1.99,1,30,,,Stem
Hydrangea,,,,43478,Hydrangea 5white/5blue 10pack,,2.29,2.29,1,10,,,Stem
Hydrangea,,,,51291,Hydrangea 5wht/5blue DV 10pk,,2.39,2.39,1,10,,,Stem
Hydrangea,,,,42063,Hydrangea 8wht/8blue/8grn 24pk,,1.85,1.85,1,24,,,Stem
Hydrangea,,,,58305,"Hydrangea Blue ""Bogotana"" 10pk",,1.99,1.99,1,10,,,Stem
Hydrangea,,,,51266,Hydrangea Blue Prem DVF 20pk,,2.59,2.59,1,20,,,Stem
Hydrangea,,,,43477,Hydrangea Blue Select 10pack,,2.79,2.79,1,10,,,Stem
Hydrangea,,,,43374,Hydrangea Blue Select 40pk,,1.89,1.89,1,40,,,Stem
Hydrangea,,,,51290,Hydrangea Blue Select DVF 10pk,,2.89,2.89,1,10,,,Stem
Hydrangea,,,,42343,Hydrangea Blue Super 20pk,,3.29,3.29,1,20,,,Stem
Hydrangea,,,,13043,Hydrangea Blueberry Select 30p,,2.49,2.49,1,30,,,Stem
Hydrangea,,,,35093,Hydrangea Green Antique Sel 30,,3.49,3.49,1,30,,,Stem
Hydrangea,,,,42059,Hydrangea Green Fancy 30pk,,1.29,1.29,1,30,,,Stem
Hydrangea,,,,28306,Hydrangea Green Mini 40pk,,1.39,1.39,1,40,,,Stem
Hydrangea,,,,51364,Hydrangea Green Mini DVF 20pk,,1.59,1.59,1,20,,,Stem
Hydrangea,,,,48987,Hydrangea Green Mini Mojito,,2.29,2.29,1,5,,,Stem
Hydrangea,,,,17375,Hydrangea Green Mojito Sel 10p,,2.79,2.79,1,10,,,Stem
Hydrangea,,,,43493,Hydrangea Green Mojito Sel 30p,,2.29,2.29,1,30,,,Stem
Hydrangea,,,,17363,Hydrangea Green Shamrock 10pk,,2.99,2.99,1,10,,,Stem
Hydrangea,,,,53542,Hydrangea Green Shamrock 30pk,,2.39,2.39,1,30,,,Stem
Hydrangea,,,,12584,Hydrangea Green-Dark Mini 20pk,,1.49,1.49,1,20,,,Stem
Hydrangea,,,,42065,Hydrangea Green-Dark Mini 50pk,,1.39,1.39,1,50,,,Stem
Hydrangea,,,,13030,Hydrangea Pink Crystal 10pk,,5.99,5.99,1,10,,,Stem
Hydrangea,,,,75214,Hydrangea Pink Magic 10pk,,5.99,5.99,1,10,,,Stem
Hydrangea,,,,43707,Hydrangea Purple Elite 25pk,,4.59,4.59,1,25,,,Stem
Hydrangea,,,,42173,Hydrangea Purple Premium 20p,,4.69,4.69,1,20,,,Stem
Hydrangea,,,,34784,Hydrangea Purple-Dark Premium,,5.49,5.49,1,1,,,Stem
Hydrangea,,,,18119,Hydrangea Tint Rouge Pink 15p,,2.99,2.99,1,15,,,Stem
Hydrangea,,,,57346,Hydrangea Tinted Crm/Blsh 15pk,,2.79,2.79,1,15,,,Stem
Hydrangea,,,,17912,Hydrangea Tinted Dusty Burg 15,,2.99,2.99,1,15,,,Stem
Hydrangea,,,,75204,Hydrangea Tinted Lavender 15pk,,2.99,2.99,1,15,,,Stem
Hydrangea,,,,75210,Hydrangea Tinted Mauve 15pk,,2.99,2.99,1,15,,,Stem
Hydrangea,,,,75211,Hydrangea Tinted Peach 15pk,,2.99,2.99,1,15,,,Stem
Hydrangea,,,,75118,Hydrangea Tinted Purple 15pk,,2.99,2.99,1,15,,,Stem
Hydrangea,,,,26961,Hydrangea Wht Jumbo Loose,,3.49,3.49,1,1,,,Stem
Hydrangea,,,,51265,Hydrangea Wht Prem DVF 20pk,,2.59,2.59,1,20,,,Stem
Hydrangea,,,,21711,Hydrangea Wht Premium 25pk,,1.89,1.89,1,25,,,Stem
Hydrangea,,,,75115,Hydrangea Wht Premium DVF 10pk,,2.79,2.79,1,10,,,Stem
Hydrangea,,,,27146,Hydrangea Wht Select 24pk,,1.89,1.89,1,24,,,Stem
Hydrangea,,,,21830,Hydrangea Wht Select 30pk,,1.49,1.49,1,30,,,Stem
Hydrangea,,,,49829,Hydrangea Wht Select 40pk,,1.59,1.59,1,40,,,Stem
Hydrangea,,,,51289,Hydrangea Wht Select DVF 10pk,,2.49,2.49,1,10,,,Stem
Hydrangea,,,,43476,Hydrangea Wht Select S.A 10pk,,2.39,2.39,1,10,,,Stem
Hydrangea,,,,54035,Hydrangea Wht Super 24pk,,2.69,2.69,1,24,,,Stem
Hypericum,,,,68371,Hypericum Burg Ilusion 50/60c,,0.8,8.00,10,1,,,Bu
Hypericum,,,,50502,Hypericum Green 70cm DVFlora,,0.9,9.00,10,1,,,Bu
Hypericum,,,,68368,Hypericum Green Ilusion 50/60c,,0.8,8.00,10,1,,,Bu
Hypericum,,,,36487,Hypericum Grn Jungle Roma 50/6,,0.8,8.00,10,1,,,Bu
Hypericum,,,,32269,Hypericum Grn Lucky Rom 50/60,,0.8,8.00,10,1,,,Bu
Hypericum,,,,36435,Hypericum Pch Mellow Rom 50/60,,0.8,8.00,10,1,,,Bu
Hypericum,,,,25765,Hypericum Pink Ilusion 50/60cm,,0.8,8.00,10,1,,,Bu
Hypericum,,,,12280,Hypericum Pink Sweet Rom 50/60,,0.8,8.00,10,1,,,Bu
Hypericum,,,,17687,Hypericum Pk Lt Lovely Rom 50/,,0.8,8.00,10,1,,,Bu
Hypericum,,,,50501,Hypericum Red 70cm DvFlora,,0.9,9.00,10,1,,,Bu
Hypericum,,,,50503,Hypericum Red Dk 70cm DvFlora,,0.9,9.00,10,1,,,Bu
Hypericum,,,,68361,Hypericum Red Ilusion 50/60cm,,0.8,8.00,10,1,,,Bu
Hypericum,,,,20397,Hypericum Red True Rom 50/60cm,,0.8,8.00,10,1,,,Bu
Hypericum,,,,36434,Hypericum White Cool Rom 50/60,,0.9,9.00,10,1,,,Bu
Iris,,,,25313,Iris Blue-Dk Telstar Local,,0.999,9.99,10,1,,,Bu
Iris,,,,35584,Iris Blue-Dk Telstar Mexico,,0.999,9.99,10,1,,,Bu
Iris,,,,35583,Iris White Casablanca Mexico,,0.899,8.99,10,1,,,Bu
Iris,,,,33368,Iris White Local,,0.999,9.99,10,1,,,Bu
Iris,,,,37810,Iris Yellow Carolina,,0.899,8.99,10,1,,,Bu
Ivy,,,,G1180,Ivy Bush Green,,1.199,11.99,10,1,,,Bu
Kale,,,,75084,Kale Purple/Green 5st Peru,,1.998,9.99,5,1,,,Bu
Larkspur,,,,28047,Larkspur Lavender 60-70cm,,1.099,10.99,10,1,,,Bu
Larkspur,,,,29725,Larkspur Pink 60/70cm Ecuador,,1.199,11.99,10,1,,,Bu
Larkspur,,,,21112,Larkspur Pink 80-90cm 6pk,,1.499,14.99,10,6,,,Bu
Larkspur,,,,32224,Larkspur Pink-Dk 70-80cm CA,,1.299,12.99,10,1,,,Bu
Larkspur,,,,21081,Larkspur Pink-Dk 80+cm XTR,,1.499,14.99,10,1,,,Bu
Larkspur,,,,21084,Larkspur Pink-Lt 80+cm XTR,,1.499,14.99,10,1,,,Bu
Larkspur,,,,21113,Larkspur Purple 60/70cm Ec,,1.199,11.99,10,1,,,Bu
Larkspur,,,,32228,Larkspur Purple 70-80cm CA,,0.999,9.99,10,1,,,Bu
Larkspur,,,,28449,Larkspur Purple 80-90cm 6pk,,1.499,14.99,10,6,,,Bu
Larkspur,,,,21114,Larkspur White 60/70cm Ecuado,,0.999,9.99,10,1,,,Bu
Larkspur,,,,32229,Larkspur White 70-80cm CA,,1.299,12.99,10,1,,,Bu
Larkspur,,,,28450,Larkspur White 80-90cm 6pk,,1.499,14.99,10,6,,,Bu
Leptospermum,,,,25696,Leptospermum Pink,,1.299,12.99,10,1,,,Bu
Leptospermum,,,,26430,Leptospermum Pink-Hot,,1.299,12.99,10,1,,,Bu
Leptospermum,,,,25212,Leptospermum White,,1.299,12.99,10,1,,,Bu
Leucadendron ,,,,38045,Leucadendron Gold Strike 10st,,1.199,11.99,10,1,,,Bu
Leucadendron ,,,,36101,Leucadendron Safari Sunset,,0.899,8.99,10,1,,,Bu
Leucadendron ,,,,10602,Leucadendron Winter Sunshine,,0.899,8.99,10,1,,,Bu
Leucocoryne ,,,,54469,Leucocoryne Lav Caravelle 10st,,1.499,14.99,10,1,,,Bu
Liatris,,,,52373,Liatris Purple 70cm 6pk,,0.649,6.49,10,6,,,Bu
Liatris,,,,21167,Liatris Purple 80 cm,,0.899,8.99,10,1,,,Bu
Liatris,,,,21169,Liatris Purple 90 cm,,0.999,9.99,10,1,,,Bu
Lily,,,,67957,Lily Hyb Pk Binazco 2blm,,2.599,25.99,10,1,,,Bu
Lily,,,,67965,Lily Hyb Pk Brooks 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,50620,Lily Hyb Pnk King Solomon 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,41485,Lily Hyb Pnk Sorbonne 2/3 Cana,,3.299,32.99,10,1,,,Bu
Lily,,,,57668,Lily Hyb Pnk Sorbonne 2blm,,2.599,25.99,10,1,,,Bu
Lily,,,,41486,Lily Hyb Pnk Sorbonne 4/5 Cana,,3.499,34.99,10,1,,,Bu
Lily,,,,41487,Lily Hyb Pnk Table Dance 2/3 C,,3.699,36.99,10,1,,,Bu
Lily,,,,53984,Lily Hyb Pnk Table Dance 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,26407,Lily Hyb Pnk Table Dance 3+ DV,,2.899,28.99,10,1,,,Bu
Lily,,,,41488,Lily Hyb Pnk Table Dance 4/5 C,,3.999,39.99,10,1,,,Bu
Lily,,,,41489,Lily Hyb Pnk Tarrango 2/3 Cana,,3.499,34.99,10,1,,,Bu
Lily,,,,26256,Lily Hyb Pnk Tarrango 2blm,,2.599,25.99,10,1,,,Bu
Lily,,,,55824,Lily Hyb Pnk Tarrango 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,41490,Lily Hyb Pnk Tarrango 4/5 Cana,,3.699,36.99,10,1,,,Bu
Lily,,,,53994,Lily Hyb Wht Monteneu 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,48793,Lily Hyb Wht Premium Blonde 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,55445,Lily Hyb Wht Santander 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,41480,Lily Hyb Wht Santander 4/5 Can,,3.999,39.99,10,1,,,Bu
Lily,,,,54161,Lily Hyb Wht Saronno 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,34102,Lily Hyb Wht Saronno 4+ DVFlor,,2.999,29.99,10,1,,,Bu
Lily,,,,57638,Lily Hyb Wht Tisento 4+ DVFlor,,3.199,31.99,10,1,,,Bu
Lily,,,,41483,Lily Hyb Wht Zambesi 2/3 Canad,,3.499,34.99,10,1,,,Bu
Lily,,,,57667,Lily Hyb Wht Zambesi 2blm,,2.599,25.99,10,1,,,Bu
Lily,,,,41484,Lily Hyb Wht Zambesi 4/5 Canad,,3.799,37.99,10,1,,,Bu
Lily,,,,41518,Lily Hyb Yel Vigneron 2/3 Cana,,2.999,29.99,10,1,,,Bu
Lily,,,,67912,Lily Hyb Ylw Catina 3+,,2.799,27.99,10,1,,,Bu
Lily,,,,52706,Lily Hyb Ylw Manisa 3+ DVF,,2.799,27.99,10,1,,,Bu
Lily,,,,68068,Lily LA Orange Talisker NC,,1.699,16.99,10,1,,,Bu
Lily,,,,55782,Lily LA Org Eremo 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,55781,Lily LA Org Honesty 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,22744,Lily LA Org Sunderland 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,41072,Lily LA Pch Menorca 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,53851,Lily LA Pch Salmon Classic NC,,1.699,16.99,10,1,,,Bu
Lily,,,,46426,Lily LA Peach 3+ Canada,,2.199,21.99,10,1,,,Bu
Lily,,,,41475,Lily LA Pink 3+ Canada,,2.199,21.99,10,1,,,Bu
Lily,,,,54155,Lily LA Pink Albufeira 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,57653,Lily LA Pink Bourbon Street 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,40146,Lily LA Pink Brindisi 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,53853,Lily LA Pink Brindisi NC,,1.699,16.99,10,1,,,Bu
Lily,,,,57655,Lily LA Pink Indian Summerset,,1.799,17.99,10,1,,,Bu
Lily,,,,49303,Lily LA Pink Yerseke 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,57105,Lily LA Red Pokerface 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,41478,Lily LA White 3+ Canada,,2.199,21.99,10,1,,,Bu
Lily,,,,20221,Lily LA White Perrano NC,,1.699,16.99,10,1,,,Bu
Lily,,,,33110,Lily LA Wht Bach 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,68078,Lily LA Wht Charm 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,57652,Lily LA Wht Courier 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,68104,Lily LA Wht Litouwen 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,55789,Lily LA Wht Parrano 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,54157,Lily LA Wht Richmond 3+,,1.799,17.99,10,1,,,Bu
Lily,,,,57648,Lily LA Wht Sound 3+,,1.799,17.99,10,1,,,Bu
